datadate,fyear,datafmt,tic,epspx
12/31/20,2020,STD,MCD,6.35
12/31/21,2021,STD,MCD,10.11
12/31/22,2022,STD,MCD,8.39
12/31/23,2023,STD,MCD,11.63
12/31/24,2024,STD,MCD,11.45
12/31/15,2015,STD,SPGI,4.26
12/31/16,2016,STD,SPGI,8.02
12/31/17,2017,STD,SPGI,5.84
12/31/18,2018,STD,SPGI,7.8
12/31/19,2019,STD,SPGI,8.65
12/31/20,2020,STD,SPGI,9.71
12/31/21,2021,STD,SPGI,12.56
12/31/22,2022,STD,SPGI,10.25
12/31/23,2023,STD,SPGI,8.25
12/31/24,2024,STD,SPGI,12.36
12/31/15,2015,STD,MRK,1.58
12/31/16,2016,STD,MRK,1.42
12/31/17,2017,STD,MRK,0.88
12/31/18,2018,STD,MRK,2.34
12/31/19,2019,STD,MRK,3.84
12/31/20,2020,STD,MRK,2.79
12/31/21,2021,STD,MRK,4.88
12/31/22,2022,STD,MRK,5.73
12/31/23,2023,STD,MRK,0.14
12/31/24,2024,STD,MRK,6.76
8/31/15,2015,STD,MU,2.71
8/31/16,2016,STD,MU,-0.27
8/31/17,2017,STD,MU,4.67
8/31/18,2018,STD,MU,12.27
8/31/19,2019,STD,MU,5.67
8/31/20,2020,STD,MU,2.42
8/31/21,2021,STD,MU,5.23
8/31/22,2022,STD,MU,7.81
8/31/23,2023,STD,MU,-5.34
8/31/24,2024,STD,MU,0.7
12/31/15,2015,STD,VTRS,1.8
12/31/16,2016,STD,VTRS,0.94
12/31/17,2017,STD,VTRS,1.3
12/31/18,2018,STD,VTRS,0.69
12/31/19,2019,STD,VTRS,0.03
12/31/20,2020,STD,VTRS,-1.11
12/31/21,2021,STD,VTRS,-1.05
12/31/22,2022,STD,VTRS,1.71
12/31/23,2023,STD,VTRS,0.05
12/31/24,2024,STD,VTRS,-0.53
12/31/15,2015,STD,BAC,
12/31/15,2015,STD,BAC,1.38
12/31/16,2016,STD,BAC,
12/31/16,2016,STD,BAC,1.58
12/31/17,2017,STD,BAC,
12/31/17,2017,STD,BAC,1.63
12/31/18,2018,STD,BAC,
12/31/18,2018,STD,BAC,2.64
12/31/19,2019,STD,BAC,
12/31/19,2019,STD,BAC,2.77
12/31/20,2020,STD,BAC,
12/31/20,2020,STD,BAC,1.88
12/31/21,2021,STD,BAC,
12/31/21,2021,STD,BAC,3.6
12/31/22,2022,STD,BAC,
12/31/22,2022,STD,BAC,3.21
12/31/23,2023,STD,BAC,
12/31/23,2023,STD,BAC,3.1
12/31/24,2024,STD,BAC,
12/31/24,2024,STD,BAC,3.25
12/31/15,2015,STD,XEL,1.94
12/31/16,2016,STD,XEL,2.21
12/31/17,2017,STD,XEL,2.26
12/31/18,2018,STD,XEL,2.47
12/31/19,2019,STD,XEL,2.64
12/31/20,2020,STD,XEL,2.79
12/31/21,2021,STD,XEL,2.96
12/31/22,2022,STD,XEL,3.18
12/31/23,2023,STD,XEL,3.21
12/31/24,2024,STD,XEL,3.44
12/31/15,2015,STD,NOC,10.51
12/31/16,2016,STD,NOC,12.3
12/31/17,2017,STD,NOC,11.55
12/31/18,2018,STD,NOC,18.59
12/31/19,2019,STD,NOC,13.28
12/31/20,2020,STD,NOC,19.08
12/31/21,2021,STD,NOC,43.7
12/31/22,2022,STD,NOC,31.61
12/31/23,2023,STD,NOC,13.57
12/31/24,2024,STD,NOC,28.39
12/31/15,2015,STD,WFC,
12/31/15,2015,STD,WFC,4.18
12/31/16,2016,STD,WFC,
12/31/16,2016,STD,WFC,4.03
12/31/17,2017,STD,WFC,
12/31/17,2017,STD,WFC,4.14
12/31/18,2018,STD,WFC,
12/31/18,2018,STD,WFC,4.31
12/31/19,2019,STD,WFC,
12/31/19,2019,STD,WFC,4.08
12/31/20,2020,STD,WFC,
12/31/20,2020,STD,WFC,0.42
12/31/21,2021,STD,WFC,
12/31/21,2021,STD,WFC,4.99
12/31/22,2022,STD,WFC,
12/31/22,2022,STD,WFC,3.17
12/31/23,2023,STD,WFC,
12/31/23,2023,STD,WFC,4.88
12/31/24,2024,STD,WFC,
12/31/24,2024,STD,WFC,5.43
12/31/15,2015,STD,OXY,-10.64
12/31/16,2016,STD,OXY,-1.31
12/31/17,2017,STD,OXY,1.71
12/31/18,2018,STD,OXY,5.4
12/31/19,2019,STD,OXY,-1.2
12/31/20,2020,STD,OXY,-15.65
12/31/21,2021,STD,OXY,2.12
12/31/22,2022,STD,OXY,13.41
12/31/23,2023,STD,OXY,4.22
12/31/24,2024,STD,OXY,2.39
12/31/15,2015,STD,FE,1.37
12/31/16,2016,STD,FE,-14.49
12/31/17,2017,STD,FE,-3.88
12/31/18,2018,STD,FE,1.33
12/31/19,2019,STD,FE,1.69
12/31/20,2020,STD,FE,1.85
12/31/21,2021,STD,FE,2.27
12/31/22,2022,STD,FE,0.71
12/31/23,2023,STD,FE,1.96
12/31/24,2024,STD,FE,1.7
12/31/15,2015,STD,PNC,
12/31/15,2015,STD,PNC,7.52
12/31/16,2016,STD,PNC,
12/31/16,2016,STD,PNC,7.42
12/31/17,2017,STD,PNC,
12/31/17,2017,STD,PNC,10.5
12/31/18,2018,STD,PNC,
12/31/18,2018,STD,PNC,10.79
12/31/19,2019,STD,PNC,
12/31/19,2019,STD,PNC,11.43
12/31/20,2020,STD,PNC,
12/31/20,2020,STD,PNC,6.37
12/31/21,2021,STD,PNC,
12/31/21,2021,STD,PNC,12.71
12/31/22,2022,STD,PNC,
12/31/22,2022,STD,PNC,13.86
12/31/23,2023,STD,PNC,
12/31/23,2023,STD,PNC,12.8
12/31/24,2024,STD,PNC,
12/31/24,2024,STD,PNC,13.76
12/31/15,2015,STD,PPG,5.18
12/31/16,2016,STD,PPG,2.12
12/31/17,2017,STD,PPG,5.34
12/31/18,2018,STD,PPG,5.43
12/31/19,2019,STD,PPG,5.25
12/31/20,2020,STD,PPG,4.46
12/31/21,2021,STD,PPG,5.98
12/31/22,2022,STD,PPG,4.35
12/31/23,2023,STD,PPG,5.38
12/31/24,2024,STD,PPG,5.75
12/31/15,2015,STD,PCAR,4.52
12/31/16,2016,STD,PCAR,1.49
12/31/17,2017,STD,PCAR,4.76
12/31/18,2018,STD,PCAR,6.25
12/31/19,2019,STD,PCAR,6.88
12/31/20,2020,STD,PCAR,3.74
12/31/21,2021,STD,PCAR,5.33
12/31/22,2022,STD,PCAR,8.64
12/31/23,2023,STD,PCAR,8.78
12/31/24,2024,STD,PCAR,7.92
12/31/15,2015,STD,SRE,5.43
12/31/16,2016,STD,SRE,5.48
12/31/17,2017,STD,SRE,1.02
12/31/18,2018,STD,SRE,3.45
12/31/19,2019,STD,SRE,6.22
12/31/20,2020,STD,SRE,6.61
12/31/21,2021,STD,SRE,4.03
12/31/22,2022,STD,SRE,6.65
12/31/23,2023,STD,SRE,4.81
12/31/24,2024,STD,SRE,4.44
5/31/15,2014,STD,PAYX,1.86
5/31/16,2015,STD,PAYX,2.1
5/31/17,2016,STD,PAYX,2.27
5/31/18,2017,STD,PAYX,2.6
5/31/19,2018,STD,PAYX,2.88
5/31/20,2019,STD,PAYX,3.06
5/31/21,2020,STD,PAYX,3.05
5/31/22,2021,STD,PAYX,3.86
5/31/23,2022,STD,PAYX,4.32
5/31/24,2023,STD,PAYX,4.69
12/31/15,2015,STD,PPL,2.38
12/31/16,2016,STD,PPL,2.8
12/31/17,2017,STD,PPL,1.64
12/31/18,2018,STD,PPL,2.59
12/31/19,2019,STD,PPL,2.39
12/31/20,2020,STD,PPL,1.91
12/31/21,2021,STD,PPL,0.03
12/31/22,2022,STD,PPL,0.97
12/31/23,2023,STD,PPL,1
12/31/24,2024,STD,PPL,1.2
12/31/15,2015,STD,PEP,3.71
12/31/16,2016,STD,PEP,4.39
12/31/17,2017,STD,PEP,3.4
12/31/18,2018,STD,PEP,8.84
12/31/19,2019,STD,PEP,5.23
12/31/20,2020,STD,PEP,5.14
12/31/21,2021,STD,PEP,5.51
12/31/22,2022,STD,PEP,6.45
12/31/23,2023,STD,PEP,6.59
12/31/24,2024,STD,PEP,6.97
12/31/15,2015,STD,PFE,1.13
12/31/16,2016,STD,PFE,1.18
12/31/17,2017,STD,PFE,3.57
12/31/18,2018,STD,PFE,1.9
12/31/19,2019,STD,PFE,2.92
12/31/20,2020,STD,PFE,1.26
12/31/21,2021,STD,PFE,4
12/31/22,2022,STD,PFE,5.59
12/31/23,2023,STD,PFE,0.38
12/31/24,2024,STD,PFE,1.42
12/31/15,2015,STD,MO,2.67
12/31/16,2016,STD,MO,7.28
12/31/17,2017,STD,MO,5.31
12/31/18,2018,STD,MO,3.69
12/31/19,2019,STD,MO,-0.7
12/31/20,2020,STD,MO,2.4
12/31/21,2021,STD,MO,1.34
12/31/22,2022,STD,MO,3.19
12/31/23,2023,STD,MO,4.57
12/31/24,2024,STD,MO,6.54
12/31/15,2015,STD,COP,-3.58
12/31/16,2016,STD,COP,-2.91
12/31/17,2017,STD,COP,-0.7
12/31/18,2018,STD,COP,5.36
12/31/19,2019,STD,COP,6.43
12/31/20,2020,STD,COP,-2.51
12/31/21,2021,STD,COP,6.09
12/31/22,2022,STD,COP,14.62
12/31/23,2023,STD,COP,9.08
12/31/24,2024,STD,COP,7.82
6/30/15,2015,STD,PG,3.16
6/30/16,2016,STD,PG,3.59
6/30/17,2017,STD,PG,3.79
6/30/18,2018,STD,PG,3.75
6/30/19,2019,STD,PG,1.45
6/30/20,2020,STD,PG,5.13
6/30/21,2021,STD,PG,5.69
6/30/22,2022,STD,PG,6
6/30/23,2023,STD,PG,6.07
6/30/24,2024,STD,PG,6.18
12/31/15,2015,STD,PEG,3.32
12/31/16,2016,STD,PEG,1.76
12/31/17,2017,STD,PEG,3.12
12/31/18,2018,STD,PEG,2.85
12/31/19,2019,STD,PEG,3.35
12/31/20,2020,STD,PEG,3.78
12/31/21,2021,STD,PEG,-1.29
12/31/22,2022,STD,PEG,2.07
12/31/23,2023,STD,PEG,5.15
12/31/24,2024,STD,PEG,3.56
9/30/15,2015,STD,ROK,6.15
9/30/16,2016,STD,ROK,5.6
9/30/17,2017,STD,ROK,6.42
9/30/18,2018,STD,ROK,4.27
9/30/19,2019,STD,ROK,5.88
9/30/20,2020,STD,ROK,8.83
9/30/21,2021,STD,ROK,11.69
9/30/22,2022,STD,ROK,8.02
9/30/23,2023,STD,ROK,12.03
9/30/24,2024,STD,ROK,8.32
12/31/15,2015,STD,SHW,11.38
12/31/16,2016,STD,SHW,12.33
12/31/17,2017,STD,SHW,19.52
12/31/18,2018,STD,SHW,11.92
12/31/19,2019,STD,SHW,16.79
12/31/20,2020,STD,SHW,22.45
12/31/21,2021,STD,SHW,7.1
12/31/22,2022,STD,SHW,7.83
12/31/23,2023,STD,SHW,9.35
12/31/24,2024,STD,SHW,10.68
12/31/15,2015,STD,KEY,
12/31/15,2015,STD,KEY,1.06
12/31/16,2016,STD,KEY,
12/31/16,2016,STD,KEY,0.81
12/31/17,2017,STD,KEY,
12/31/17,2017,STD,KEY,1.13
12/31/18,2018,STD,KEY,
12/31/18,2018,STD,KEY,1.72
12/31/19,2019,STD,KEY,
12/31/19,2019,STD,KEY,1.62
12/31/20,2020,STD,KEY,1.26
12/31/21,2021,STD,KEY,2.64
12/31/22,2022,STD,KEY,1.94
12/31/23,2023,STD,KEY,0.88
12/31/24,2024,STD,KEY,-0.32
12/31/15,2015,STD,EIX,3.02
12/31/16,2016,STD,EIX,3.99
12/31/17,2017,STD,EIX,1.73
12/31/18,2018,STD,EIX,-1.4
12/31/19,2019,STD,EIX,3.78
12/31/20,2020,STD,EIX,1.98
12/31/21,2021,STD,EIX,2
12/31/22,2022,STD,EIX,1.61
12/31/23,2023,STD,EIX,3.12
12/31/24,2024,STD,EIX,3.33
12/31/15,2015,STD,SO,2.6
12/31/16,2016,STD,SO,2.57
12/31/17,2017,STD,SO,0.84
12/31/18,2018,STD,SO,2.18
12/31/19,2019,STD,SO,4.53
12/31/20,2020,STD,SO,2.95
12/31/21,2021,STD,SO,2.26
12/31/22,2022,STD,SO,3.28
12/31/23,2023,STD,SO,3.64
12/31/24,2024,STD,SO,4.02
12/31/15,2015,STD,LUV,3.3
12/31/16,2016,STD,LUV,3.58
12/31/17,2017,STD,LUV,5.8
12/31/18,2018,STD,LUV,4.3
12/31/19,2019,STD,LUV,4.28
12/31/20,2020,STD,LUV,-5.44
12/31/21,2021,STD,LUV,1.65
12/31/22,2022,STD,LUV,0.91
12/31/23,2023,STD,LUV,0.78
12/31/24,2024,STD,LUV,0.78
12/31/15,2015,STD,SWK,6.1
12/31/16,2016,STD,SWK,6.61
12/31/17,2017,STD,SWK,8.19
12/31/18,2018,STD,SWK,4.06
12/31/19,2019,STD,SWK,6.44
12/31/20,2020,STD,SWK,7.85
12/31/21,2021,STD,SWK,9.99
12/31/22,2022,STD,SWK,1.11
12/31/23,2023,STD,SWK,-1.88
12/31/24,2024,STD,SWK,1.9
12/31/15,2015,STD,PSA,6.1
12/31/16,2016,STD,PSA,6.84
12/31/17,2017,STD,PSA,6.75
12/31/18,2018,STD,PSA,
12/31/18,2018,STD,PSA,8.56
12/31/19,2019,STD,PSA,
12/31/19,2019,STD,PSA,7.3
12/31/20,2020,STD,PSA,
12/31/20,2020,STD,PSA,6.29
12/31/21,2021,STD,PSA,
12/31/21,2021,STD,PSA,9.91
12/31/22,2022,STD,PSA,
12/31/22,2022,STD,PSA,23.64
12/31/23,2023,STD,PSA,
12/31/23,2023,STD,PSA,11.11
12/31/24,2024,STD,PSA,
12/31/24,2024,STD,PSA,10.68
12/31/15,2015,STD,SYK,3.82
12/31/16,2016,STD,SYK,4.4
12/31/17,2017,STD,SYK,2.73
12/31/18,2018,STD,SYK,9.5
12/31/19,2019,STD,SYK,5.57
12/31/20,2020,STD,SYK,4.26
12/31/21,2021,STD,SYK,5.29
12/31/22,2022,STD,SYK,6.23
12/31/23,2023,STD,SYK,8.34
12/31/24,2024,STD,SYK,7.86
6/30/15,2015,STD,SYY,1.16
6/30/16,2016,STD,SYY,1.66
6/30/17,2017,STD,SYY,2.1
6/30/18,2018,STD,SYY,2.74
6/30/19,2019,STD,SYY,3.24
6/30/20,2020,STD,SYY,0.42
6/30/21,2021,STD,SYY,1.03
6/30/22,2022,STD,SYY,2.66
6/30/23,2023,STD,SYY,3.49
6/30/24,2024,STD,SYY,3.9
12/31/15,2015,STD,TXN,2.86
12/31/16,2016,STD,TXN,3.54
12/31/17,2017,STD,TXN,3.68
12/31/18,2018,STD,TXN,5.71
12/31/19,2019,STD,TXN,5.33
12/31/20,2020,STD,TXN,6.05
12/31/21,2021,STD,TXN,8.38
12/31/22,2022,STD,TXN,9.51
12/31/23,2023,STD,TXN,7.13
12/31/24,2024,STD,TXN,5.24
12/31/15,2015,STD,TMO,4.97
12/31/16,2016,STD,TMO,5.13
12/31/17,2017,STD,TMO,5.65
12/31/18,2018,STD,TMO,7.31
12/31/19,2019,STD,TMO,9.24
12/31/20,2020,STD,TMO,16.09
12/31/21,2021,STD,TMO,19.62
12/31/22,2022,STD,TMO,17.75
12/31/23,2023,STD,TMO,15.52
12/31/24,2024,STD,TMO,16.58
12/31/15,2015,STD,UNP,5.51
12/31/16,2016,STD,UNP,5.09
12/31/17,2017,STD,UNP,13.42
12/31/18,2018,STD,UNP,7.95
12/31/19,2019,STD,UNP,8.41
12/31/20,2020,STD,UNP,7.9
12/31/21,2021,STD,UNP,9.98
12/31/22,2022,STD,UNP,11.24
12/31/23,2023,STD,UNP,10.47
12/31/24,2024,STD,UNP,11.1
12/31/15,2015,STD,UDR,
12/31/15,2015,STD,UDR,1.3
12/31/16,2016,STD,UDR,
12/31/16,2016,STD,UDR,1.09
12/31/17,2017,STD,UDR,
12/31/17,2017,STD,UDR,0.44
12/31/18,2018,STD,UDR,
12/31/18,2018,STD,UDR,0.74
12/31/19,2019,STD,UDR,
12/31/19,2019,STD,UDR,0.63
12/31/20,2020,STD,UDR,
12/31/20,2020,STD,UDR,0.2
12/31/21,2021,STD,UDR,
12/31/21,2021,STD,UDR,0.49
12/31/22,2022,STD,UDR,
12/31/22,2022,STD,UDR,0.26
12/31/23,2023,STD,UDR,
12/31/23,2023,STD,UDR,1.34
12/31/24,2024,STD,UDR,
12/31/24,2024,STD,UDR,0.26
12/31/15,2015,STD,UNH,
12/31/15,2015,STD,UNH,6.1
12/31/16,2016,STD,UNH,
12/31/16,2016,STD,UNH,7.37
12/31/17,2017,STD,UNH,
12/31/17,2017,STD,UNH,10.95
12/31/18,2018,STD,UNH,
12/31/18,2018,STD,UNH,12.45
12/31/19,2019,STD,UNH,
12/31/19,2019,STD,UNH,14.55
12/31/20,2020,STD,UNH,
12/31/20,2020,STD,UNH,16.23
12/31/21,2021,STD,UNH,
12/31/21,2021,STD,UNH,18.33
12/31/22,2022,STD,UNH,
12/31/22,2022,STD,UNH,21.47
12/31/23,2023,STD,UNH,
12/31/23,2023,STD,UNH,24.12
12/31/24,2024,STD,UNH,
12/31/24,2024,STD,UNH,15.64
12/31/15,2015,STD,UPS,5.38
12/31/16,2016,STD,UPS,3.89
12/31/17,2017,STD,UPS,5.64
12/31/18,2018,STD,UPS,5.53
12/31/19,2019,STD,UPS,5.14
12/31/20,2020,STD,UPS,1.55
12/31/21,2021,STD,UPS,14.75
12/31/22,2022,STD,UPS,13.26
12/31/23,2023,STD,UPS,7.81
12/31/24,2024,STD,UPS,6.76
12/31/15,2015,STD,RTX,4.58
12/31/16,2016,STD,RTX,6.19
12/31/17,2017,STD,RTX,5.76
12/31/18,2018,STD,RTX,6.58
12/31/19,2019,STD,RTX,6.48
12/31/20,2020,STD,RTX,-2.29
12/31/21,2021,STD,RTX,2.6
12/31/22,2022,STD,RTX,3.54
12/31/23,2023,STD,RTX,2.24
12/31/24,2024,STD,RTX,3.58
12/31/15,2015,STD,VFC,2.9
12/31/16,2016,STD,VFC,2.82
12/31/17,2017,STD,VFC,1.81
3/31/19,2018,STD,VFC,3.19
3/31/20,2019,STD,VFC,1.59
3/31/21,2020,STD,VFC,0.91
3/31/22,2021,STD,VFC,3.12
3/31/23,2022,STD,VFC,0.31
3/31/24,2023,STD,VFC,-2.49
12/31/15,2015,STD,VMC,1.75
12/31/16,2016,STD,VMC,3.17
12/31/17,2017,STD,VMC,4.48
12/31/18,2018,STD,VMC,3.91
12/31/19,2019,STD,VMC,4.71
12/31/20,2020,STD,VMC,4.44
12/31/21,2021,STD,VMC,5.08
12/31/22,2022,STD,VMC,4.47
12/31/23,2023,STD,VMC,7.1
12/31/24,2024,STD,VMC,6.95
1/31/15,2014,STD,WMT,5.01
1/31/16,2015,STD,WMT,4.58
1/31/17,2016,STD,WMT,4.4
1/31/18,2017,STD,WMT,3.29
1/31/19,2018,STD,WMT,2.28
1/31/20,2019,STD,WMT,5.22
1/31/21,2020,STD,WMT,4.77
1/31/22,2021,STD,WMT,4.9
1/31/23,2022,STD,WMT,4.29
1/31/24,2023,STD,WMT,5.76
8/31/15,2015,STD,WBA,4.05
8/31/16,2016,STD,WBA,3.85
8/31/17,2017,STD,WBA,3.8
8/31/18,2018,STD,WBA,5.07
8/31/19,2019,STD,WBA,4.32
8/31/20,2020,STD,WBA,0.52
8/31/21,2021,STD,WBA,2.31
8/31/22,2022,STD,WBA,5.02
8/31/23,2023,STD,WBA,-3.57
8/31/24,2024,STD,WBA,-10.01
12/31/15,2015,STD,WEC,2.36
12/31/16,2016,STD,WEC,2.98
12/31/17,2017,STD,WEC,3.81
12/31/18,2018,STD,WEC,3.36
12/31/19,2019,STD,WEC,3.6
12/31/20,2020,STD,WEC,3.8
12/31/21,2021,STD,WEC,4.12
12/31/22,2022,STD,WEC,4.46
12/31/23,2023,STD,WEC,4.22
12/31/24,2024,STD,WEC,4.83
1/31/15,2014,STD,TJX,3.2
1/31/16,2015,STD,TJX,3.38
1/31/17,2016,STD,TJX,3.51
1/31/18,2017,STD,TJX,4.1
1/31/19,2018,STD,TJX,2.47
1/31/20,2019,STD,TJX,2.71
1/31/21,2020,STD,TJX,0.08
1/31/22,2021,STD,TJX,2.74
1/31/23,2022,STD,TJX,3
1/31/24,2023,STD,TJX,3.9
12/31/15,2015,STD,MS,
12/31/15,2015,STD,MS,2.98
12/31/16,2016,STD,MS,
12/31/16,2016,STD,MS,2.98
12/31/17,2017,STD,MS,
12/31/17,2017,STD,MS,3.15
12/31/18,2018,STD,MS,
12/31/18,2018,STD,MS,4.81
12/31/19,2019,STD,MS,
12/31/19,2019,STD,MS,5.26
12/31/20,2020,STD,MS,
12/31/20,2020,STD,MS,6.55
12/31/21,2021,STD,MS,
12/31/21,2021,STD,MS,8.16
12/31/22,2022,STD,MS,
12/31/22,2022,STD,MS,6.23
12/31/23,2023,STD,MS,
12/31/23,2023,STD,MS,5.24
12/31/24,2024,STD,MS,
12/31/24,2024,STD,MS,8.04
12/31/15,2015,STD,TROW,
12/31/15,2015,STD,TROW,4.74
12/31/16,2016,STD,TROW,
12/31/16,2016,STD,TROW,4.85
12/31/17,2017,STD,TROW,
12/31/17,2017,STD,TROW,6.07
12/31/18,2018,STD,TROW,
12/31/18,2018,STD,TROW,7.41
12/31/19,2019,STD,TROW,
12/31/19,2019,STD,TROW,8.82
12/31/20,2020,STD,TROW,
12/31/20,2020,STD,TROW,10.08
12/31/21,2021,STD,TROW,
12/31/21,2021,STD,TROW,13.25
12/31/22,2022,STD,TROW,
12/31/22,2022,STD,TROW,6.73
12/31/23,2023,STD,TROW,
12/31/23,2023,STD,TROW,7.78
12/31/24,2024,STD,TROW,
12/31/24,2024,STD,TROW,9.18
6/30/15,2015,STD,MSFT,1.49
6/30/16,2016,STD,MSFT,2.12
6/30/17,2017,STD,MSFT,2.74
6/30/18,2018,STD,MSFT,2.15
6/30/19,2019,STD,MSFT,5.11
6/30/20,2020,STD,MSFT,5.82
6/30/21,2021,STD,MSFT,8.12
6/30/22,2022,STD,MSFT,9.7
6/30/23,2023,STD,MSFT,9.72
6/30/24,2024,STD,MSFT,11.86
5/31/15,2014,STD,ORCL,2.26
5/31/16,2015,STD,ORCL,2.11
5/31/17,2016,STD,ORCL,2.27
5/31/18,2017,STD,ORCL,0.93
5/31/19,2018,STD,ORCL,3.05
5/31/20,2019,STD,ORCL,3.16
5/31/21,2020,STD,ORCL,4.67
5/31/22,2021,STD,ORCL,2.49
5/31/23,2022,STD,ORCL,3.15
5/31/24,2023,STD,ORCL,3.82
11/30/15,2015,STD,ADBE,1.26
11/30/16,2016,STD,ADBE,2.35
11/30/17,2017,STD,ADBE,3.43
11/30/18,2018,STD,ADBE,5.28
11/30/19,2019,STD,ADBE,6.07
11/30/20,2020,STD,ADBE,10.94
11/30/21,2021,STD,ADBE,10.1
11/30/22,2022,STD,ADBE,10.13
11/30/23,2023,STD,ADBE,11.87
11/30/24,2024,STD,ADBE,12.43
12/31/15,2015,STD,PGR,
12/31/15,2015,STD,PGR,2.16
12/31/16,2016,STD,PGR,
12/31/16,2016,STD,PGR,1.77
12/31/17,2017,STD,PGR,
12/31/17,2017,STD,PGR,2.74
12/31/18,2018,STD,PGR,
12/31/18,2018,STD,PGR,4.45
12/31/19,2019,STD,PGR,
12/31/19,2019,STD,PGR,6.75
12/31/20,2020,STD,PGR,
12/31/20,2020,STD,PGR,9.71
12/31/21,2021,STD,PGR,
12/31/21,2021,STD,PGR,5.69
12/31/22,2022,STD,PGR,
12/31/22,2022,STD,PGR,1.19
12/31/23,2023,STD,PGR,
12/31/23,2023,STD,PGR,6.61
12/31/24,2024,STD,PGR,
12/31/24,2024,STD,PGR,14.45
12/31/15,2015,STD,CDNS,0.88
12/31/16,2016,STD,CDNS,0.71
12/31/17,2017,STD,CDNS,0.75
12/31/18,2018,STD,CDNS,1.26
12/31/19,2019,STD,CDNS,3.62
12/31/20,2020,STD,CDNS,2.16
12/31/21,2021,STD,CDNS,2.54
12/31/22,2022,STD,CDNS,3.13
12/31/23,2023,STD,CDNS,3.86
12/31/24,2024,STD,CDNS,3.89
12/31/15,2015,STD,ZTS,0.68
12/31/16,2016,STD,ZTS,1.66
12/31/17,2017,STD,ZTS,1.76
12/31/18,2018,STD,ZTS,2.96
12/31/19,2019,STD,ZTS,3.14
12/31/20,2020,STD,ZTS,3.44
12/31/21,2021,STD,ZTS,4.29
12/31/22,2022,STD,ZTS,4.51
12/31/23,2023,STD,ZTS,5.08
12/31/24,2024,STD,ZTS,5.47
12/31/15,2015,STD,SCHW,
12/31/15,2015,STD,SCHW,1.04
12/31/16,2016,STD,SCHW,
12/31/16,2016,STD,SCHW,1.32
12/31/17,2017,STD,SCHW,
12/31/17,2017,STD,SCHW,1.63
12/31/18,2018,STD,SCHW,
12/31/18,2018,STD,SCHW,2.47
12/31/19,2019,STD,SCHW,
12/31/19,2019,STD,SCHW,2.69
12/31/20,2020,STD,SCHW,
12/31/20,2020,STD,SCHW,2.13
12/31/21,2021,STD,SCHW,
12/31/21,2021,STD,SCHW,2.84
12/31/22,2022,STD,SCHW,
12/31/22,2022,STD,SCHW,3.52
12/31/23,2023,STD,SCHW,
12/31/23,2023,STD,SCHW,2.55
12/31/24,2024,STD,SCHW,
12/31/24,2024,STD,SCHW,3
12/31/15,2015,STD,PXD,-1.79
12/31/16,2016,STD,PXD,-3.34
12/31/17,2017,STD,PXD,4.86
12/31/18,2018,STD,PXD,5.71
12/31/19,2019,STD,PXD,4.5
12/31/20,2020,STD,PXD,-1.21
12/31/21,2021,STD,PXD,9.06
12/31/22,2022,STD,PXD,32.61
12/31/23,2023,STD,PXD,20.89
12/31/15,2015,STD,MGM,-0.82
12/31/16,2016,STD,MGM,1.94
12/31/17,2017,STD,MGM,3.39
12/31/18,2018,STD,MGM,0.82
12/31/19,2019,STD,MGM,3.9
12/31/20,2020,STD,MGM,-2.02
12/31/21,2021,STD,MGM,2.44
12/31/22,2022,STD,MGM,3.52
12/31/23,2023,STD,MGM,3.22
12/31/24,2024,STD,MGM,2.42
12/31/15,2015,STD,WRB,
12/31/15,2015,STD,WRB,4.06
12/31/16,2016,STD,WRB,
12/31/16,2016,STD,WRB,4.91
12/31/17,2017,STD,WRB,
12/31/17,2017,STD,WRB,4.4
12/31/18,2018,STD,WRB,
12/31/18,2018,STD,WRB,5.06
12/31/19,2019,STD,WRB,
12/31/19,2019,STD,WRB,3.58
12/31/20,2020,STD,WRB,
12/31/20,2020,STD,WRB,2.84
12/31/21,2021,STD,WRB,
12/31/21,2021,STD,WRB,5.53
12/31/22,2022,STD,WRB,
12/31/22,2022,STD,WRB,4.99
12/31/23,2023,STD,WRB,
12/31/23,2023,STD,WRB,5.1
12/31/24,2024,STD,WRB,
12/31/24,2024,STD,WRB,4.39
12/31/15,2015,STD,DVN,-35.55
12/31/16,2016,STD,DVN,-6.52
12/31/17,2017,STD,DVN,1.71
12/31/18,2018,STD,DVN,1.53
12/31/19,2019,STD,DVN,-0.21
12/31/20,2020,STD,DVN,-6.78
12/31/21,2021,STD,DVN,4.2
12/31/22,2022,STD,DVN,9.15
